,index,plotcode,longitude_generalised,latitude_generalised,surveydate1,surveydate2,wai,sgdd,year1,year2,indexField,0_VHAsc,0_VVAsc,10_VHAsc,10_VVAsc,11_VHAsc,11_VVAsc,1_VHAsc,1_VVAsc,2_VHAsc,2_VVAsc,3_VHAsc,3_VVAsc,4_VHAsc,4_VVAsc,5_VHAsc,5_VVAsc,6_VHAsc,6_VVAsc,7_VHAsc,7_VVAsc,8_VHAsc,8_VVAsc,9_VHAsc,9_VVAsc,0_VHDes,0_VVDes,10_VHDes,10_VVDes,11_VHDes,11_VVDes,1_VHDes,1_VVDes,2_VHDes,2_VVDes,3_VHDes,3_VVDes,4_VHDes,4_VVDes,5_VHDes,5_VVDes,6_VHDes,6_VVDes,7_VHDes,7_VVDes,8_VHDes,8_VVDes,9_VHDes,9_VVDes,10_B1,10_B11,10_B12,10_B2,10_B3,10_B4,10_B5,10_B6,10_B7,10_B8,10_B8A,10_B9,2_B1,2_B11,2_B12,2_B2,2_B3,2_B4,2_B5,2_B6,2_B7,2_B8,2_B8A,2_B9,3_B1,3_B11,3_B12,3_B2,3_B3,3_B4,3_B5,3_B6,3_B7,3_B8,3_B8A,3_B9,4_B1,4_B11,4_B12,4_B2,4_B3,4_B4,4_B5,4_B6,4_B7,4_B8,4_B8A,4_B9,5_B1,5_B11,5_B12,5_B2,5_B3,5_B4,5_B5,5_B6,5_B7,5_B8,5_B8A,5_B9,6_B1,6_B11,6_B12,6_B2,6_B3,6_B4,6_B5,6_B6,6_B7,6_B8,6_B8A,6_B9,7_B1,7_B11,7_B12,7_B2,7_B3,7_B4,7_B5,7_B6,7_B7,7_B8,7_B8A,7_B9,8_B1,8_B11,8_B12,8_B2,8_B3,8_B4,8_B5,8_B6,8_B7,8_B8,8_B8A,8_B9,9_B1,9_B11,9_B12,9_B2,9_B3,9_B4,9_B5,9_B6,9_B7,9_B8,9_B8A,9_B9,0_B1,0_B11,0_B12,0_B2,0_B3,0_B4,0_B5,0_B6,0_B7,0_B8,0_B8A,0_B9,11_B1,11_B11,11_B12,11_B2,11_B3,11_B4,11_B5,11_B6,11_B7,11_B8,11_B8A,11_B9,1_B1,1_B11,1_B12,1_B2,1_B3,1_B4,1_B5,1_B6,1_B7,1_B8,1_B8A,1_B9
10,10,1016302,28.5605364793958,67.0516448372346,1986-08-19,1995-07-21,0.416700004145564,681.481666666667,1986,1995,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371.8262967211012,607.3465569452782,546.1017835794174,1880.4407850419645,1907.5501483787573,1834.5166554396437,2252.7157317894653,2788.999987862675,2812.0322610009634,2725.5346672249834,2873.505082503442,3332.183570921403,3497.144992444518,460.62125639485106,307.75245780763555,2772.6407322446153,2874.9094980610616,2884.0791004424036,3419.625106960146,3832.4872649152508,3718.6005516412697,3682.5103592040327,3613.490805978844,4013.5757095781664,854.3071089159891,1042.8322526782295,651.3816546117048,900.122804553576,1020.5357318414822,1005.0872404672172,1377.0298213993112,1913.2816335447808,1998.6910496789228,2030.9389293321774,2084.2025701645553,2146.250454499347,120.57600087388712,1327.6130045332893,667.7051177016768,168.5714129663007,357.5654596100276,289.81637446064775,774.6350701840621,1741.3443661587196,1986.4934185373306,2116.0905019389365,2218.829127751378,2458.993746245016,111.43039362734582,1233.0442825512462,592.2205682787361,166.7813055369993,338.50794691135525,229.1008751475734,677.9021918602447,1731.0517442031442,2018.8862098085444,2084.898334992877,2237.3168975325293,2515.614178819158,107.0607051177016,671.0553907914134,344.14588726855635,169.20822273198976,275.4876317657981,226.10695832650597,513.872611830247,1138.3224206674308,1309.803976186575,1357.9961849363701,1452.6388388224368,1693.9277295319234,107.58304658910913,758.6137054636149,376.99271760700543,143.8201066870573,212.34229067671637,156.12806088080538,476.87634496695586,1136.6514646712908,1305.717534181731,1381.7242521892683,1482.6438181586466,1601.8807144027526,1237.4174449724176,283.4974602654432,168.77535638210713,1211.8106395761642,810.9779343492269,532.9961767436777,719.9647714238897,1033.3124146594569,1047.3909552679008,1066.7606641542409,1031.2505871429346,1078.6704899229885,,,,,,,,,,,,,,,,,,,,,,,,,3348.5213009995064,491.73925391883745,500.3189961221254,2928.9481539133744,2331.348680976568,2103.669110819815,2309.2539598011895,2564.006922824839,2502.6843082636933,2390.1649598558074,2438.5811759244075,2630.304140040416
11,11,1016303,28.5710515184375,67.0562966618896,1986-08-19,1995-07-21,0.416700004145564,681.481666666667,1986,1995,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770.218563896631,1028.9619666174945,1032.1244536414797,5966.012593563898,5975.311772660223,6005.165157351255,6183.505135770094,6327.662958258213,6159.316416707647,6281.508810031144,6049.2708435775585,5468.157160028411,5545.939058260032,443.064602342057,364.5843395436086,6873.108488590215,6887.75596441385,6872.682388133097,7108.646633520918,6932.193529293925,6487.033391611578,6676.489355114828,6060.036223569909,5353.591387568523,1141.0167341809693,1265.5640839518894,784.1803217271178,1485.4000905394134,1557.4106976998316,1581.2796887317463,1985.2472428407514,2402.9543790635403,2488.0759828599535,2702.415263696037,2605.8225427525567,2360.809227214901,105.27667595476153,1687.304075834563,869.1431732502872,244.66229579850307,509.69179915860803,446.50387914549543,1136.8516636616948,2330.8989236737157,2627.5069387532108,2946.769245478883,2962.5367699284275,2744.9682838878875,134.1771798654278,1738.631359297971,853.5138165664307,246.69139149109654,522.048903290339,384.06759715725485,1098.587448883957,2549.915495147917,2940.1495677463563,3232.9319447421403,3280.0925363223346,2973.7308133597257,160.22884616885594,1496.1280352167093,738.7094075132103,301.55232943857794,548.2699089142299,454.3300161566024,1106.6151216428225,2370.423459073844,2717.5848299654244,2997.0389007266567,3044.3910834289472,2852.7815268379118,269.8530568759221,1431.294323334973,839.2068786537728,324.7898158771787,465.1843960006556,484.18083101130986,1045.51161011856,1867.828607332132,2152.000464404743,2451.3964240834844,2523.8966153089664,2396.2604354477417,1168.6857892148828,520.158280063378,349.9730645249414,1422.1072501775668,1116.106212096378,953.1666393487411,1292.806479812053,1727.334863137191,1791.922143910835,2031.6023602688088,1933.4133748565816,1839.5430257334865,,,,,,,,,,,,,,,,,,,,,,,,,4438.791006938756,875.3836310987282,901.3667595476155,4598.5647270939235,4011.413549691311,3953.8283013713612,4168.286171665849,4262.285712724691,4125.910178659234,4096.55614926515,4027.2341146260223,3860.1720373709218
12,12,1044101,24.5035117377672,67.2562587036028,1986-07-01,1995-06-14,0.235490697890187,675.171666666667,1986,1995,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.6406249999995,579.1627355935874,509.95200119150763,2768.120477686308,2975.5878060008667,3064.8711005199316,3382.2972541161184,3906.229974545061,3882.421915619585,4063.577326148179,3930.8838821490467,3674.3036449306755,2220.817771519353,719.7290041883307,555.6906773541305,3115.4004910456392,3272.719923454651,3433.615269352974,3785.8102975158895,4234.081600231079,4225.159409300982,4481.716583622184,4158.463857596766,3983.639767475445,1009.8073142331021,1192.4126746642114,686.1857804376085,1223.9182124675042,1404.074496317158,1372.800551072357,1793.3677358643845,2358.177697140381,2451.420317915944,2559.7559778487866,2560.7615359618717,2279.530911503466,297.29506065857885,930.6261373483535,516.6016572790295,281.66589038128245,447.11931325823224,322.45223136915087,712.0715987868284,1551.4523396880415,1750.4398830155976,1872.0355285961875,1911.0280545927208,1940.7853119584058,176.74741117850937,1527.8877491334486,748.649035961872,249.16659445407282,470.71733643847483,299.93151538128257,814.4694540727903,2181.1241767764286,2545.8845537261664,2668.40612001733,2791.3793706672454,2689.5616659445377,111.8346782928943,1254.5343100086657,599.9714760254191,197.55621750433284,420.47469851242073,299.1175982091277,794.2768540583475,2054.362119078567,2367.738346692663,2571.846530184865,2637.060992562102,2535.5566778596176,125.63782805149783,1182.8409104976477,583.3661178509532,193.48901336964587,372.08299548155514,306.43499319138397,765.1953453825206,1686.579776863086,1936.8045385615249,2156.8679979574163,2193.79090585541,2100.833421020054,1487.2574740034665,505.6788886481802,337.4186525129982,1359.993825823224,986.5694865684579,690.7502166377815,1016.1455805892547,1581.8524696707107,1614.2475628249567,1732.898505199307,1667.6058817157714,1978.9644714038127,,,,,,,,,,,,,,,,,,,,,,,,,4124.833486785095,408.3534987001733,447.3684467071059,3988.4325308708853,3459.4057219454075,3472.812269822357,3748.61278704506,3906.5800476603135,3762.0005957538992,3656.99369042461,3672.695854094455,3541.125893630848
13,13,1044102,24.4777222257532,67.2260413632843,1986-07-01,1995-06-14,0.235490697890187,675.171666666667,1986,1995,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788.175417298935,668.6599501409062,655.4088337307608,4549.984868848907,4581.166182527639,4608.8402883156305,5083.394710600476,5290.8068502059405,5189.005766312597,5026.495198352483,5149.4124430956,6489.937264253195,6828.778163162078,513.3094967121903,461.20796300310724,5825.173594551628,5768.020711395332,5902.155186429654,6358.3343810969,6324.640833875283,6048.2260911193,6101.475820145965,5794.553905629018,6632.5370510875055,1324.0623170929985,1331.0109676457837,785.5649590830263,1319.017667461522,1456.0620935399959,1416.6525241166275,1854.5650403750271,2360.035971710384,2435.233877086494,2458.2179167569916,2553.496172501625,2561.2117453392575,227.92120095382612,1987.5612941686531,1050.6703338391503,331.9657489703013,593.1617710817255,433.7030132234988,1169.353403425103,2486.5951116410142,2858.211305007587,3087.1719054845003,3168.9585952742254,3088.7349338825065,265.7950222198135,1654.8751219380006,888.2968919358336,308.1311510947322,527.0480616374015,374.4297501625839,909.8244770214618,2090.590992846304,2410.6469623889016,2494.491839186357,2667.172199038947,2730.1050473300093,191.85710672736465,1460.0386046679678,763.09540067924,232.99275597947826,447.4876797456464,348.8172194522725,893.9834706264904,2007.187929041114,2315.1389370619263,2474.638900932148,2615.7824626056795,2762.6458739793334,213.70957002553183,1401.9466152419488,747.8935564046055,245.52101097140928,417.6805954488525,386.49484924850066,914.7483019004269,1739.4928809282958,1991.5418330141854,2158.027699496592,2279.6395068586353,2477.8481804140442,2186.6734229351828,354.2960112724908,260.83606113158464,1664.5243876002603,1211.1092564491657,937.5528939952311,1203.085898547583,1541.1597658790374,1546.4640147409496,1578.7363429438544,1585.8237589421203,2279.423422935184,,,,,,,,,,,,,,,,,,,,,,,,,6355.181552135272,580.5225449815737,600.2109933882507,4935.8604622805115,4155.995122479947,4032.7164128549734,4380.5905457403,4401.658275525688,4258.311538044656,4003.309546390634,4132.765404834165,5422.878495556038
14,14,1044103,24.4790905683447,67.2263035068776,1986-07-01,1995-06-14,0.235490697890187,675.171666666667,1986,1995,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7194.668457031245,842.1327799479175,902.2429144965271,8941.783778211797,8907.054036458334,8931.829242621528,9161.663172743058,9024.025249565973,8650.189463975694,8724.14544270833,8388.547623697914,7667.183984374994,8073.85366030093,565.6558973524302,554.349880642361,8973.203785083911,8768.770010489001,8881.541775173608,9152.490632233797,8861.43624312789,8368.589572482639,8542.592900028936,7880.600938585067,7520.5911458333285,1410.1780598958328,1799.6956854926211,1051.1067437065974,1447.717291937934,1582.9095187717007,1572.0546400282112,2085.2426350911455,2555.087280273437,2630.017340766058,2795.4329087999126,2778.652615017361,2659.7546318901905,267.9338650173611,2833.1770833333326,1602.3137478298609,450.57492404513886,713.1981879340275,729.7277560763888,1439.7755533854163,2562.9348958333326,2914.9175889756934,3213.560546874999,3321.0395507812486,3141.754014756944,281.57610405815973,2256.9456154152185,1234.9045093677657,386.0700095847798,637.433937355324,587.8205747251155,1196.4404025607637,2245.2502396195014,2552.339712637443,2703.893098054109,2892.1462990089717,2708.2601951316533,189.8340386284722,2096.495352285878,1112.0883065682865,317.8941966869212,560.207646122685,567.5305266203707,1243.1286711516204,2339.3860315393513,2646.338686342591,2908.8474121093736,3029.8316514756925,2779.5657190393513,227.70740273558056,1992.6720151548025,1071.7336146978685,318.62984287591627,500.9224778163582,570.785309968171,1217.6837595244979,2136.587271984712,2421.3001739125184,2692.0288658613026,2795.370483398437,2544.8129144362456,2258.041178385416,519.4171549479165,335.03173828124994,2237.1521809895826,1949.5475802951394,1800.0366753472217,2391.0851236979165,3005.6831054687486,3076.7440863715274,3328.559136284722,3201.6742078993043,2868.385036892361,,,,,,,,,,,,,,,,,,,,,,,,,7185.988864474824,965.5699462890619,1026.1955295138891,7707.540961371524,6995.449028862847,7249.870578342012,7548.537462022567,7462.663452148436,7157.828572591145,7130.222262912327,6982.944146050347,6501.230943467882
15,15,1044501,25.2502319056071,67.2592458216817,1986-08-27,1995-06-16,0.178318262718467,701.795833333333,1986,1995,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628.769640852973,698.2363006281133,629.4248577391855,2595.599651485617,2817.2623604465703,2898.109535904857,3448.865191879812,4094.999143481603,4153.798875696537,4159.443893122257,4215.279525272216,4528.268252702461,2993.8066230390796,530.430474333983,409.5431015811135,2735.9412033169333,2976.912628794207,3098.6348510164303,3602.407763235249,4138.172661592253,4109.602695009124,4267.144806460596,4046.341478696745,4416.477428138249,509.8149050610067,1441.7363818496858,802.5767859721315,637.8021216879647,816.1483060789833,811.3396821529133,1245.8190067504154,1852.7257643852438,2000.9981950761683,2136.8647660818715,2173.958725904267,2206.2783643780244,,,,,,,,,,,,,149.05128221789042,1493.751923326836,735.0510851202077,224.99074074074076,416.0631838856401,301.70054797487535,774.6382651072124,1920.635074723846,2233.3965583712375,2338.757639159627,2482.1131925492746,2557.0375157028384,153.85924481986862,1366.1098548841233,659.3697269150243,301.3262688614539,466.83604252400545,367.5971446104975,801.5537605588048,1864.878252472745,2203.010554292112,2317.314020648328,2445.7130378673,2502.739782326186,121.33245149911812,1126.606048299762,573.8932632507192,215.24115071629697,354.6351410934746,324.3400205761319,726.8117477335312,1475.2486037624933,1711.3362108976144,1887.3096862526681,1937.3993780748162,2041.6047603576837,598.8603259692441,511.02322936972047,292.75571258392904,556.5298624648038,422.7229261425169,321.2296946068876,744.5938921377518,1401.4616363439463,1534.444633961447,1693.7893924626376,1736.6140621615766,1895.2253086419757,,,,,,,,,,,,,,,,,,,,,,,,,3816.9426124467545,585.2190455562777,571.7255974297883,3298.7282145693453,2925.4162876326604,2894.9223070536427,3450.796178976248,4047.6201447548915,4048.9916793011316,4001.7936340336437,4092.940428488918,4469.823911630925
16,16,1044502,25.2506840190008,67.2528561838222,1986-08-27,1995-06-16,0.178318262718467,701.795833333333,1986,1995,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910.235852540455,811.9610523257818,778.4818826842869,4555.480287356038,4713.512243159533,4792.461694888548,5294.364729458917,5646.334457613017,5583.190567867921,5564.543632719983,5542.94059371815,5202.5992180922,4081.326096207864,514.6318737861824,432.23185366872724,3915.3991303069447,4069.962612483653,4227.372497891536,4748.376002971192,5003.226468380776,4938.97832731099,5035.626999172087,4756.5001276684625,4918.674909664892,845.9969294097554,1163.401209904216,694.9542786196093,983.8611943221161,1144.5866785546143,1169.1293355942655,1581.1778942500378,1985.4477312212773,2061.6737674934056,2224.136493360942,2209.2834650590157,2132.028185268668,,,,,,,,,,,,,160.8664229567936,1591.8532303692625,791.4964315325034,263.1831938304883,489.5829663484974,325.22894020890004,866.3434248955286,2108.398166395159,2457.708396001983,2635.909511330354,2750.5790499918758,2722.2096209050096,179.75698017656933,1344.9369685316574,656.4910293560091,334.42984617884406,529.9372528841466,420.77039213562256,869.9812327357416,1810.960867681308,2101.4622149704805,2242.429792016464,2365.1857160266472,2345.365216920326,134.01183834851165,1377.0404360845232,736.0255685115403,244.57500715717157,408.52403262122704,384.0512414790971,846.470319016411,1545.636380869848,1789.14130964632,2033.6808520515933,2112.6914291904263,2101.1055199201505,591.2562692953472,513.609516329957,315.67099062990843,569.7524779288306,467.20941883767523,423.2603314737582,833.9976168553321,1463.4897362292154,1623.3639170232357,1827.976412284027,1888.9666359746516,1847.3963873693333,,,,,,,,,,,,,,,,,,,,,,,,,4683.971808481829,809.5981219195146,813.4878066944699,4326.106598331799,3894.9246736716673,3967.7424578887517,4498.083105399987,4822.005497481449,4741.11112089043,4677.964706439905,4777.631316687428,4544.0504454855645
17,17,1044503,25.2459165356584,67.2397492616968,1986-08-27,1995-06-16,0.178318262718467,701.795833333333,1986,1995,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501.267408516908,685.0246273914697,614.4671621641596,3058.2994442281997,3071.728319233745,3160.6829213494207,3429.048193988007,3623.0369450288454,3608.288182458697,3717.646550322476,3691.7163174205866,3738.7369100467613,3439.6512539002924,567.5750133558381,475.35075915358794,4202.293681333572,4173.237532615344,4404.108852017309,4665.621181972326,4709.039633933895,4597.467129152889,4823.025867742362,4501.874191875003,4262.1307478495155,307.96737071935684,1179.159905386467,707.0681509067767,310.00074070059435,434.83646389020055,440.6677137127681,780.163886329557,1223.0053441418834,1361.2165860154694,1417.7292894177888,1496.1068980646285,1634.5952257072147,2002.4420763102264,1496.838328545878,1089.1947184434446,2119.9281339764784,2193.3442225353633,2080.167673838816,2474.487399056961,3345.626307517207,3566.0592786298826,3788.402146225136,3713.7962983036145,3610.655303235596,116.59271003507352,1414.00248534729,636.399410149405,183.3891195728196,373.0132338936332,188.42887635461736,668.2561426532565,2348.3149687331434,2809.2153032097876,2958.853064229324,3036.0070960149283,2809.436136510859,108.93037414412946,1400.1754195797869,628.8173450400155,273.850983686521,453.39887630300086,308.95260419489455,764.140127906346,2131.1933951186024,2573.7916102108265,2714.735895073437,2815.2256517261935,2695.4497407547924,120.24280978447429,1280.0302829114955,680.1409995844851,211.43270464112138,370.6413518689141,366.61484924033005,765.8540955323103,1358.3193277690464,1579.9643831409314,1777.8430572868674,1860.1431584557283,1934.2211939732242,438.5505663649666,323.91211858435844,196.7503658338301,414.1663595469078,206.8412552165194,199.8821744078911,311.31431900709987,431.12384152620444,487.44328220692637,558.0525445775295,579.0928946940544,1025.2661102379273,,,,,,,,,,,,,,,,,,,,,,,,,3440.307928528843,533.6497473359296,490.0040883704843,3176.1582124855777,2545.3517324522345,2429.1447295410503,2696.1712721726262,2857.636660227474,2831.179471818535,2796.315843637329,2891.7381358862967,3246.1000510360777
18,18,1044901,25.9726720757375,67.2578224289366,1986-08-25,1995-07-03,0.211865320082275,670.3025,1986,1995,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.675295296922,562.4545066644993,519.8027470741225,2605.45157401387,2729.880628250975,2767.358941536627,3150.6866398461207,3835.39289390984,3856.318873266146,3901.3105155504977,3862.1339469549184,3898.9308151820533,2995.7314947261934,551.7141706400807,427.1199465395174,3120.8619039878613,3326.497682777057,3448.558320690651,3928.8109106343004,4501.204182921542,4411.480476087275,4541.834397124693,4305.267508308046,4431.078998699611,599.0765875596011,1411.7091663957522,806.1174279367144,593.3260254117898,753.3752438231469,754.4966745231902,1116.6857526007802,1647.7398745665364,1773.7524856415255,1865.614976159514,1919.911817295188,1957.2271551257033,133.76701343736454,2014.472420892934,1101.0298006068485,297.308951018639,475.01018638925,481.5017338534891,919.0124620719547,1713.5413957520584,1944.9127113133932,2148.3879497182475,2236.908322496749,2248.101592977894,207.26668417191834,1602.472045780401,861.0471641492448,264.5221441432428,439.76966840052023,410.6318020406123,792.4020914607713,1521.987383715115,1737.1588476542956,1821.3992656130167,1942.775074188922,1962.6938331499443,39.66802123970525,896.184763762462,467.90841280161794,165.5956870394452,303.30499566536616,287.6598034966046,586.9315489091168,1174.075512931657,1352.3419845398062,1424.754804219043,1505.8065489091161,1541.6236454269601,138.82872778500214,1149.229220849589,598.4886938303712,204.46785146655114,312.0717020661756,300.5967887588498,648.8377943938741,1341.1567331310494,1533.9867522756829,1668.4403446033805,1736.376914463229,1746.27201632712,881.7613242306022,452.36503034243594,260.32753576072815,811.4329215431295,670.6568053749456,497.9700368443866,886.9212722149975,1592.2702102297353,1683.2499999999998,1805.136703511053,1783.5703294321627,1910.2966514954483,,,,,,,,,,,,,,,,,,,,,,,,,4124.9801916269325,372.8484052160092,406.8782419448056,3906.7170026007784,3457.6047039806363,3424.770923638201,3748.735957592833,4060.791996279439,3948.6655694625065,3856.045098251697,3809.8558824591814,3971.0818387877466
19,19,1044903,25.9706725204794,67.2457843679976,1986-08-25,1995-07-03,0.211865320082275,670.3025,1986,1995,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7844.95890695574,1151.8869015356822,1224.4213369467031,9223.172177055107,9050.666007226735,9100.971318879858,9357.626856368566,9191.74390243902,8864.010803974705,8799.279891598913,8591.698464317979,7862.264200542007,8148.477488708223,583.5952158988258,588.6640939476065,8879.92827461608,8655.678036133695,8681.76834688347,8945.409821138204,8559.993270099372,8058.064944896116,8149.93399457995,7524.504869015362,7261.7885203252035,651.3449941927986,1267.3907859078586,794.0385753000388,760.9851258226863,917.247541618274,1104.8933565621373,1581.9080216802158,1949.1411459543178,2184.302377080913,2473.277483546264,2576.3033372048026,2405.90309717383,245.1747425474255,1612.75810298103,902.3584823848238,377.83913279132787,636.5893224932248,749.6851490514904,1454.904065040651,2315.844878048781,2735.062222222222,3228.8802168021693,3414.253875338753,3270.9380487804883,301.31275067750687,1698.4576422764223,975.7845121951225,377.82426377597113,601.9371725383919,649.4048419150861,1237.3034643179758,2057.0736314363157,2417.4792411924127,2732.6792321589874,2959.3862511291795,2883.4918247515816,172.78807588075887,1811.0908265582661,974.3968021680218,355.9875880758808,645.9710162601627,767.0702845528456,1464.4289024390246,2317.3394037940375,2743.8979945799456,3224.7653252032524,3452.8937262872637,3315.7888346883483,238.01075880758796,1743.3974706413744,986.3460162601626,377.54980126467945,558.9830623306236,763.1248238482382,1364.5051219512195,2015.72793134598,2394.1496115627824,2867.9722944896134,3075.389331526648,2901.0495754290887,848.3699186991871,596.8034688346886,420.2050948509485,854.2135501355014,706.9849864498647,934.9663414634146,1478.4336043360433,1961.301517615177,2150.3833062330627,2585.7698102981035,2599.3859078590795,2385.423523035232,,,,,,,,,,,,,,,,,,,,,,,,,7032.657669376689,1138.3206323396564,1219.2106955736226,7270.898084914182,6495.587317073168,6616.576603432702,6979.24601626016,6860.280885275518,6614.260469738031,6504.186775067752,6438.720686540201,6044.390280036134
20,20,1045301,26.7320704026815,67.2724215705171,1986-07-01,1995-07-04,0.255256354868958,695.19375,1986,1995,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.8218096837348,579.2512632808931,463.87470884567455,693.1479102664307,893.7894557638886,984.047412692394,1415.7177524820656,2193.8111462774814,2355.989483621843,2478.056899873865,2517.689824881796,2648.696116136721,1567.1433833486801,805.751846234404,618.3156654569099,1715.4135023382626,1966.5109510138493,2103.5747160681067,2506.5158712962448,3040.0691006265474,3058.389099543181,3288.8624668219504,3094.9271798205236,3235.6403228427503,345.1734467255295,907.8068360327181,477.8196661688346,380.77374697238196,507.98231793665457,470.2001903626952,798.9748891485526,1376.652255333638,1515.4544328971504,1602.4286642884215,1638.9802595432852,1625.2437803245457,11.287850062293485,847.9544445046315,353.55836628568335,100.91934348085152,292.9332105519744,181.58008775255948,566.1462542657496,1486.606846866367,1635.4588592167272,2049.8697795352364,1730.53501977141,1549.4569633280976,137.86950869400357,1181.1877290865434,553.3701406568803,192.9662576964051,347.9332331220772,212.29125363378654,601.3933698066195,1830.6116768683519,2161.3161168589645,2274.4204855280504,2366.4869725366984,2297.333753137245,242.1940198255783,1190.5892205189314,573.2905151400251,324.41504793889834,478.19474568008246,367.629532528032,730.159785493743,1882.5072639618643,2225.708672336276,2370.4500622934843,2450.2654135745643,2392.255403282596,101.493720352558,1087.7472109801615,597.3395639714092,205.9414028544087,351.9378806286612,299.03636108037296,666.4005973983767,1549.0748347223623,1806.9177584147783,1973.6732764824683,2033.530125283415,1984.7619666684727,1291.1147283462435,364.3557228752507,200.62228481664053,1138.898326201181,810.301879638156,511.43849195601524,932.6097177834351,1677.065706083094,1762.453767401549,1886.4700178755213,1877.4212122853587,1885.3241969557444,,,,,,,,,,,,,,,,,,,,,,,,,1422.0174421753968,466.9372731704676,394.4159579654406,1228.354991603922,1043.045176317643,958.2865229402523,1369.6119386815449,2192.2387465467746,2319.5875629705874,2342.877688099236,2452.8278533123876,2534.934212664535
21,21,1045302,26.7179979534463,67.2827496035248,1986-07-01,1995-07-04,0.255256354868958,695.19375,1986,1995,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4629.822630513087,832.8458113685904,842.9165288234111,5771.291109496498,5731.65788334596,5804.585133025183,6081.347295438035,6103.0503810657465,5865.56251642525,5886.512784639885,5748.052066102928,5502.107602764082,4554.1467914727855,656.0437001767489,646.7611189265232,5912.380225805289,5963.409533600262,6053.316524185694,6299.360080077912,6155.529064314829,5759.915791941711,5919.352351837826,5425.4339537568085,4739.140289651194,1214.119247556181,534.2662211881832,349.22245427983984,1488.8118060815927,1683.2313927064165,1746.7085398405661,1868.597236951268,1866.219377412257,1766.9161292067959,1776.1389748584193,1643.167642390794,1832.7295061861992,40.280705551347275,635.6576128124663,297.1987339032571,108.3416296937561,252.6009630992318,186.63688994697546,450.90444757060925,1206.7435342495405,1387.7850881939187,1400.3547776214698,1409.8606752515966,1749.299372362299,113.31848825884643,605.8854777621472,282.9711448977383,135.13867005735312,222.54131587490528,136.81903473650044,342.4058056487395,1077.8815387945024,1269.41427875771,1319.5212909858233,1357.5596796883449,1662.538794502758,99.54494913970352,664.3080700140679,322.76423006168176,201.02120982577645,296.5972703170654,230.81829618006716,433.54444865274326,1081.1858700357104,1274.5879233849155,1331.6491721675143,1360.8532626339145,1632.6782950979332,43.73928687371498,565.4679417811925,270.0501028027269,121.96703098510264,195.99905313277793,150.92470151138045,362.04260000721456,834.1834667965232,963.2517404321322,1044.6864336471524,1082.7417126573607,1358.7486924214556,825.1593442268154,242.80921978140893,163.56687587923386,765.3917324964831,516.3934098041337,403.36830429607204,542.8261551780112,653.9451899145115,699.7813548317282,727.1534465966887,688.0136348879993,1080.9748944919384,,,,,,,,,,,,,,,,,,,,,,,,,5021.402310356024,830.8228817227575,856.2376366194135,5103.179498971975,4454.7369602856825,4391.4234390217525,4748.937236229846,4864.140947949357,4778.700925224545,4541.529082350396,4660.040607077155,5003.386998160371
